Which_Iphone,Extracted_Model,Price,Memory(GB),battery_percentage,State,Seller,City,Region,Model_Series,Model_Type
12,12 pro,170000,128,79,Б/у,Частное лицо,Тараз,Жамбылская область,12,pro
15,15 pro,420000,256,94,Б/у,Частное лицо,Шымкент,Туркестанская область,15,pro
13,13 pro,650000,256,100,Б/у,Частное лицо,Атырау,Атырауская область,13,pro
13,13,170000,128,84,Б/у,Бизнес,Актау,Мангистауская область,13,
15,15 pro,385000,128,98,Б/у,Бизнес,Астана,Акмолинская область,15,pro
13,13,300000,128,90,Б/у,Частное лицо,Шымкент,Туркестанская область,13,
16,16 pro,590000,256,99,Новый,Частное лицо,Алматы,Алматинская область,16,pro
14,14 pro,205000,128,90,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
14,14,465000,256,88,Новый,Частное лицо,Семей,Восточно-Казахстанская область,14,
12,12,125000,128,78,Б/у,Частное лицо,Сарыагаш,Туркестанская область,12,
13,13 pro max,300000,256,86,Б/у,Частное лицо,Амангельды,Павлодарская область,13,pro max
12,12 pro,140000,128,84,Б/у,Частное лицо,Балыкши,Атырауская область,12,pro
15,15 pro max,435000,256,91,Б/у,Частное лицо,Атырау,Атырауская область,15,pro max
15,15 pro max,330000,128,94,Новый,Бизнес,Шымкент,Туркестанская область,15,pro max
12,12,185000,128,84,Б/у,Частное лицо,Сайрам,Туркестанская область,12,
15,15 pro max,150000,128,94,Новый,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,15,pro max
13,13,225000,128,88,Б/у,Частное лицо,Казцик,Алматинская область,13,
15,15 pro max,480000,512,94,Новый,Частное лицо,Тараз,Жамбылская область,15,pro max
15,15 pro max,500000,256,99,Б/у,Частное лицо,Боралдай,Алматинская область,15,pro max
15,15 pro,290000,128,100,Б/у,Частное лицо,Караганда,Карагандинская область,15,pro
12,12,120000,128,77,Б/у,Частное лицо,Геолог,Атырауская область,12,
15,15 pro max,460000,256,99,Б/у,Бизнес,Астана,Акмолинская область,15,pro max
15,15 pro,460000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,pro
12,12,150000,64,79,Б/у,Частное лицо,Алматы,Алматинская область,12,
13,13 mini,300000,256,88,Новый,Частное лицо,Алматы,Алматинская область,13,mini
13,13 pro max,300000,128,88,Б/у,Частное лицо,Астана,Акмолинская область,13,pro max
14,14 pro max,360000,256,86,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
12,12 pro max,206200,256,90,Б/у,Частное лицо,Костанай,Костанайская область,12,pro max
13,13,220000,128,100,Б/у,Бизнес,Астана,Акмолинская область,13,
15,15,430000,256,100,Б/у,Бизнес,Астана,Акмолинская область,15,
13,13,190000,128,88,Б/у,Бизнес,Петропавловск,Северо-Казахстанская область,13,
14,14 pro,310000,128,99,Новый,Частное лицо,Шахтинск,Карагандинская область,14,pro
15,15 pro max,455000,256,100,Б/у,Бизнес,Астана,Акмолинская область,15,pro max
12,12,160000,128,84,Б/у,Частное лицо,Кайтпас,Туркестанская область,12,
15,15,305000,128,100,Б/у,Бизнес,Астана,Акмолинская область,15,
13,13,199000,128,88,Б/у,Частное лицо,Актобе,Актюбинская область,13,
13,13,245000,128,88,Новый,Бизнес,Тараз,Жамбылская область,13,
15,15 pro,387000,128,100,Новый,Частное лицо,Актобе,Актюбинская область,15,pro
13,13,210000,128,88,Б/у,Частное лицо,Атырау,Атырауская область,13,
13,13,230000,256,88,Б/у,Частное лицо,Актау,Мангистауская область,13,
13,13 pro max,365000,128,85,Б/у,Частное лицо,Талас,Жамбылская область,13,pro max
14,14 pro max,400000,256,91,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
15,15 pro,435000,128,93,Б/у,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,15,pro
14,14,230000,128,98,Б/у,Частное лицо,Болтирик шешен,Жамбылская область,14,
15,15 pro,480000,128,100,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,15,pro
13,13,199000,128,92,Б/у,Частное лицо,Алматы,Алматинская область,13,
14,14 pro max,360000,256,87,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
14,14 pro,355000,256,86,Б/у,Частное лицо,Аксай,Западно-Казахстанская область,14,pro
14,14,240000,128,93,Новый,Частное лицо,Кокшетау,Акмолинская область,14,
13,13 pro,180000,128,88,Б/у,Бизнес,Алматы,Алматинская область,13,pro
15,15 pro,450000,128,100,Б/у,Бизнес,Байзак,Жамбылская область,15,pro
13,13 pro,239000,128,91,Б/у,Частное лицо,Астана,Акмолинская область,13,pro
15,15 pro,400000,128,91,Б/у,Частное лицо,Талдыкорган,Алматинская область,15,pro
14,14 pro,185000,256,87,Б/у,Бизнес,Астана,Акмолинская область,14,pro
12,12,280000,128,81,Б/у,Частное лицо,Туркестан,Туркестанская область,12,
12,12 pro max,210000,128,79,Б/у,Частное лицо,Аксай,Западно-Казахстанская область,12,pro max
14,14 pro max,640000,256,88,Б/у,Частное лицо,Караганда,Карагандинская область,14,pro max
14,14 pro,340000,256,88,Б/у,Частное лицо,Павлодар,Павлодарская область,14,pro
14,14 pro,460000,128,88,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro
14,14,250000,256,89,Б/у,Частное лицо,Аксай,Атырауская область,14,
14,14 pro,310000,256,87,Б/у,Бизнес,Астана,Акмолинская область,14,pro
12,12 pro,215000,128,98,Б/у,Бизнес,Темиртау,Карагандинская область,12,pro
12,12 pro,250000,256,84,Б/у,Частное лицо,Астана,Акмолинская область,12,pro
13,13,220000,128,100,Б/у,Бизнес,Астана,Акмолинская область,13,
14,14 pro,290000,256,88,Б/у,Частное лицо,Актау,Мангистауская область,14,pro
13,13,185000,128,85,Б/у,Частное лицо,им.Балуана Шолака,Жамбылская область,13,
12,12 pro,295000,128,87,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,12,pro
13,13,200000,128,88,Б/у,Частное лицо,Конаев (Капчагай),Алматинская область,13,
14,14 pro max,355000,256,88,Б/у,Бизнес,Караганда,Карагандинская область,14,pro max
14,14 pro max,370000,128,88,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,14,pro max
15,15 pro,460000,256,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro
12,12 pro,200000,128,84,Б/у,Частное лицо,Куланды,Мангистауская область,12,pro
14,14 pro max,300000,256,90,Б/у,Бизнес,Жанаозен,Мангистауская область,14,pro max
13,13,170000,128,88,Б/у,Частное лицо,Балыкши,Атырауская область,13,
13,13,300000,128,100,Новый,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,
14,14 pro,320000,256,82,Б/у,Бизнес,Петропавловск,Северо-Казахстанская область,14,pro
16,16 pro,660000,512,99,Новый,Бизнес,Большой Чаган,Западно-Казахстанская область,16,pro
13,13,215000,128,90,Б/у,Частное лицо,Павлодар,Павлодарская область,13,
15,15,275000,128,94,Б/у,Бизнес,Актау,Мангистауская область,15,
13,13 pro,235000,128,79,Б/у,Бизнес,Астана,Акмолинская область,13,pro
14,14 pro,340000,256,89,Б/у,Частное лицо,Щучинск,Акмолинская область,14,pro
13,13 pro,300000,256,100,Б/у,Частное лицо,Актау,Мангистауская область,13,pro
15,15 pro,320000,256,94,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
13,13,230000,128,91,Новый,Частное лицо,Атырау,Атырауская область,13,
13,13 pro max,350000,256,86,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,pro max
12,12 pro max,350000,256,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
14,14 pro max,390000,256,90,Б/у,Бизнес,Алматы,Алматинская область,14,pro max
14,14 pro,370000,128,88,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,14,pro
14,14 pro max,285000,256,89,Б/у,Бизнес,Алматы,Алматинская область,14,pro max
13,13,182000,256,74,Б/у,Бизнес,Алматы,Алматинская область,13,
15,15 pro max,550000,512,100,Б/у,Частное лицо,Кайтпас,Туркестанская область,15,pro max
15,15 pro max,400000,256,100,Б/у,Частное лицо,Алматы,Алматинская область,15,pro max
14,14 pro,300000,128,84,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,14,pro
12,12 pro,180000,128,81,Б/у,Частное лицо,Караганда,Карагандинская область,12,pro
14,14 pro max,345000,128,89,Б/у,Бизнес,Костанай,Костанайская область,14,pro max
13,13 pro max,450000,128,88,Б/у,Частное лицо,Шымкент,Туркестанская область,13,pro max
15,15 pro,306000,128,100,Б/у,Бизнес,Макат,Атырауская область,15,pro
15,15 pro,450000,128,94,Новый,Бизнес,Караганда,Карагандинская область,15,pro
16,16 pro,610000,256,99,Новый,Бизнес,Петропавловск,Северо-Казахстанская область,16,pro
15,15 pro,305000,128,100,Б/у,Бизнес,,,15,pro
15,15 pro,450000,256,94,Б/у,Бизнес,Караганда,Карагандинская область,15,pro
12,12 pro,190000,128,100,Б/у,Бизнес,Костанай,Костанайская область,12,pro
13,13 pro max,220000,256,84,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
13,13 pro max,300000,128,85,Б/у,Частное лицо,Балыкши,Атырауская область,13,pro max
14,14 pro max,370000,256,95,Б/у,Частное лицо,Казалинск,Кызылординская область,14,pro max
13,13 pro max,299990,256,88,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,pro max
14,14 pro max,420000,256,88,Б/у,Частное лицо,Актау,Мангистауская область,14,pro max
13,13 pro,210000,128,95,Б/у,Бизнес,Семей,Восточно-Казахстанская область,13,pro
12,12 pro max,270000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
13,13 pro max,230000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
12,12 mini,250000,64,84,Б/у,Частное лицо,Актау,Мангистауская область,12,mini
14,14 pro,330000,256,88,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,14,pro
14,14 pro max,425000,256,88,Б/у,Бизнес,Костанай,Костанайская область,14,pro max
12,12,330000,128,84,Новый,Частное лицо,Петропавловск,Северо-Казахстанская область,12,
15,15 pro,515000,128,94,Новый,Частное лицо,Актау,Мангистауская область,15,pro
16,16 pro max,694000,256,99,Новый,Частное лицо,Алматы,Алматинская область,16,pro max
14,14,265000,128,93,Б/у,Частное лицо,Атырау,Атырауская область,14,
13,13,200000,128,87,Б/у,Бизнес,Алматы,Алматинская область,13,
13,13,200000,128,91,Б/у,Частное лицо,Кентау,Туркестанская область,13,
12,12,150000,64,87,Б/у,Частное лицо,Алматы,Алматинская область,12,
14,14,250000,128,88,Б/у,Бизнес,Алматы,Алматинская область,14,
14,14,240001,128,100,Б/у,Частное лицо,Иргели,Алматинская область,14,
13,13,175000,128,77,Б/у,Частное лицо,Алматы,Алматинская область,13,
13,13,370000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
13,13,293500,128,85,Б/у,Частное лицо,Алматы,Алматинская область,13,
12,12,140000,128,84,Новый,Бизнес,Шымкент,Туркестанская область,12,
14,14 pro,420000,128,97,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,14,pro
15,15 pro,400000,256,94,Б/у,Частное лицо,Тараз,Жамбылская область,15,pro
12,12 pro,270000,512,100,Б/у,Частное лицо,Аксай,Западно-Казахстанская область,12,pro
15,15 pro,425000,256,94,Б/у,Бизнес,Узынагаш,Алматинская область,15,pro
14,14 pro,330000,128,88,Б/у,Бизнес,Шымкент,Туркестанская область,14,pro
15,15 pro,450000,512,95,Б/у,Бизнес,Алматы,Алматинская область,15,pro
13,13 pro max,250000,256,86,Б/у,Частное лицо,Жолбарыса Калшораева,Туркестанская область,13,pro max
13,13,215000,128,100,Б/у,Частное лицо,Интернациональное,Алматинская область,13,
14,14 pro max,360000,256,90,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
14,14 pro max,460000,256,88,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro max
15,15 pro,460000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,pro
15,15,280000,128,90,Б/у,Бизнес,Алматы,Алматинская область,15,
14,14,210000,128,89,Б/у,Частное лицо,Астана,Акмолинская область,14,
15,15 pro,475000,128,94,Б/у,Бизнес,Актобе,Актюбинская область,15,pro
13,13,190000,128,90,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,13,
14,14 plus,305000,256,88,Б/у,Бизнес,Мерке,Жамбылская область,14,plus
14,14,220000,128,88,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,14,
14,14 pro,300000,128,90,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,14,pro
16,16 pro,600000,128,99,Новый,Частное лицо,Темиртау,Карагандинская область,16,pro
13,13 pro,210000,128,83,Б/у,Частное лицо,Астана,Акмолинская область,13,pro
12,12,150000,128,80,Б/у,Частное лицо,Алматы,Алматинская область,12,
15,15 pro max,480000,256,88,Б/у,Частное лицо,Жолбарыса Калшораева,Туркестанская область,15,pro max
13,13 pro,250000,128,84,Б/у,Частное лицо,Большой Чаган,Западно-Казахстанская область,13,pro
13,13 pro,620000,256,100,Новый,Частное лицо,Нура,Актюбинская область,13,pro
12,12,270000,64,84,Новый,Частное лицо,Нуркен,Карагандинская область,12,
15,15,320000,128,97,Б/у,Частное лицо,Аксу,Павлодарская область,15,
15,15 pro max,490000,256,94,Б/у,Частное лицо,Алматы,Алматинская область,15,pro max
12,12 pro,250000,128,84,Б/у,Частное лицо,Кызылорда,Кызылординская область,12,pro
15,15 pro,450000,128,94,Б/у,Частное лицо,Актобе,Актюбинская область,15,pro
13,13,300000,128,100,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,13,
15,15,340000,128,94,Новый,Частное лицо,Кайтпас,Туркестанская область,15,
12,12 pro,250000,128,87,Б/у,Частное лицо,Шымкент,Туркестанская область,12,pro
13,13 pro,200000,256,88,Б/у,Частное лицо,Муткенова,Павлодарская область,13,pro
14,14,250000,128,88,Б/у,Частное лицо,Жанатас,Жамбылская область,14,
12,12 pro,130000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
14,14 pro,355000,512,88,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro
12,12,200000,128,85,Б/у,Частное лицо,Караганда,Карагандинская область,12,
15,15 pro,270000,128,87,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,15,pro
16,16 pro max,685000,256,99,Б/у,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,16,pro max
13,13,185000,128,80,Новый,Частное лицо,Сарыагаш,Туркестанская область,13,
13,13,190000,128,88,Б/у,Бизнес,Астана,Акмолинская область,13,
16,16 pro,515000,128,99,Новый,Частное лицо,Алматы,Алматинская область,16,pro
13,13,260000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
13,13 pro,240000,256,82,Б/у,Бизнес,Алматы,Алматинская область,13,pro
14,14,260000,128,100,Б/у,Бизнес,Астана,Акмолинская область,14,
13,13 mini,180000,128,88,Б/у,Частное лицо,Кокшетау,Акмолинская область,13,mini
12,12 pro,200000,64,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
15,15 pro max,650000,512,94,Б/у,Частное лицо,Алматы,Алматинская область,15,pro max
16,16 pro,700000,512,99,Новый,Частное лицо,Астана,Акмолинская область,16,pro
13,13 pro max,250000,128,85,Б/у,Бизнес,Бесагаш,Алматинская область,13,pro max
15,15,300000,128,94,Б/у,Бизнес,Алматы,Алматинская область,15,
13,13 pro,200000,128,81,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
12,12,240000,128,85,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,12,
14,14 pro,315000,128,89,Б/у,Бизнес,Астана,Акмолинская область,14,pro
12,12 mini,105000,128,75,Б/у,Частное лицо,Есик,Алматинская область,12,mini
12,12,230000,128,87,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,12,
14,14,210000,128,86,Б/у,Бизнес,Тараз,Жамбылская область,14,
16,16 pro max,230000,256,99,Новый,Частное лицо,Астана,Акмолинская область,16,pro max
14,14,290000,128,88,Новый,Частное лицо,Актау,Западно-Казахстанская область,14,
13,13,190000,128,88,Б/у,Частное лицо,Тимур,Туркестанская область,13,
13,13,250000,256,100,Б/у,Бизнес,Астана,Акмолинская область,13,
15,15 pro,390000,128,94,Б/у,Бизнес,Костанай,Костанайская область,15,pro
14,14 pro,350000,128,88,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,14,pro
15,15 pro,370000,128,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro
15,15,290000,128,99,Б/у,Частное лицо,Балхаш,Карагандинская область,15,
13,13 pro,350000,512,88,Новый,Частное лицо,Ынталы,Туркестанская область,13,pro
15,15 pro,500000,512,94,Б/у,Частное лицо,Астана,Акмолинская область,15,pro
12,12 pro,200000,512,74,Б/у,Частное лицо,Шымкент,Туркестанская область,12,pro
14,14 pro max,420000,512,88,Б/у,Частное лицо,Чапаево,Карагандинская область,14,pro max
14,14 pro max,480000,256,88,Новый,Частное лицо,Караганда,Карагандинская область,14,pro max
13,13 pro,280000,128,88,Б/у,Частное лицо,Астана,Акмолинская область,13,pro
14,14 pro max,315000,128,86,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
13,13 pro,450000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
13,13 pro max,310000,256,80,Б/у,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,13,pro max
12,12 pro max,450000,256,90,Б/у,Частное лицо,Бейнеу,Мангистауская область,12,pro max
12,12 pro,185000,256,84,Новый,Бизнес,Шымкент,Туркестанская область,12,pro
12,12 pro,180000,256,84,Б/у,Частное лицо,Атырау,Атырауская область,12,pro
15,15 pro max,520000,256,100,Б/у,Частное лицо,Астана,Акмолинская область,15,pro max
14,14 pro max,220000,128,90,Б/у,Частное лицо,Белоярка,Акмолинская область,14,pro max
13,13 pro,260000,256,88,Б/у,Частное лицо,Астана,Акмолинская область,13,pro
13,13 pro,280000,128,80,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,pro
15,15 pro,320000,128,88,Б/у,Частное лицо,Кокшетау,Акмолинская область,15,pro
15,15 pro max,550000,256,100,Новый,Частное лицо,Алматы,Алматинская область,15,pro max
15,15,320000,128,100,Б/у,Частное лицо,Астана,Акмолинская область,15,
16,16 pro max,615000,256,99,Новый,Бизнес,Алматы,Алматинская область,16,pro max
14,14 pro,350000,256,88,Б/у,Частное лицо,Астана,Акмолинская область,14,pro
15,15 pro,405000,128,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro
12,12 mini,90000,128,79,Б/у,Частное лицо,Астана,Акмолинская область,12,mini
15,15 pro,450000,256,99,Б/у,Бизнес,Астана,Акмолинская область,15,pro
14,14 pro,320000,256,88,Б/у,Бизнес,Актау,Западно-Казахстанская область,14,pro
12,12 mini,250000,64,84,Новый,Частное лицо,Астана,Акмолинская область,12,mini
12,12 pro,150000,128,84,Б/у,Частное лицо,Кокшетау,Акмолинская область,12,pro
12,12 pro max,190000,128,80,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
14,14 pro,350000,256,89,Б/у,Частное лицо,Кокшетау,Акмолинская область,14,pro
13,13 pro,230000,128,81,Б/у,Бизнес,Петропавловск,Северо-Казахстанская область,13,pro
13,13 pro max,300000,128,86,Б/у,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,13,pro max
12,12,130000,128,84,Б/у,Частное лицо,Бейнеу,Мангистауская область,12,
12,12 mini,200000,128,86,Б/у,Частное лицо,Караганда,Карагандинская область,12,mini
13,13 pro,290000,256,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
12,12 pro max,220000,256,77,Б/у,Бизнес,Алматы,Алматинская область,12,pro max
14,14 pro,330000,256,90,Б/у,Бизнес,Павлодар,Павлодарская область,14,pro
12,12 pro max,260000,128,100,Б/у,Бизнес,Алматы,Алматинская область,12,pro max
14,14 plus,300000,128,88,Б/у,Частное лицо,Павлодар,Павлодарская область,14,plus
12,12,230000,64,89,Б/у,Частное лицо,Шымкент,Туркестанская область,12,
16,16 pro max,615000,256,99,Новый,Бизнес,Алматы,Алматинская область,16,pro max
12,12 pro,170000,256,78,Б/у,Частное лицо,Сарыагаш,Туркестанская область,12,pro
14,14 pro,420000,256,100,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,14,pro
13,13 pro max,290000,256,85,Б/у,Частное лицо,Акбулак,Карагандинская область,13,pro max
14,14 pro,240000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
12,12 mini,230000,64,84,Б/у,Частное лицо,Шымкент,Туркестанская область,12,mini
13,13 pro,200000,128,84,Б/у,Бизнес,Астана,Акмолинская область,13,pro
14,14 pro,330000,256,88,Б/у,Бизнес,Караганда,Карагандинская область,14,pro
14,14 pro max,340000,128,89,Б/у,Бизнес,Астана,Акмолинская область,14,pro max
13,13,250000,128,88,Б/у,Частное лицо,Талдыбулак,Алматинская область,13,
13,13,190000,128,90,Б/у,Частное лицо,Мичуринское,Западно-Казахстанская область,13,
14,14 pro max,345000,256,85,Б/у,Бизнес,Караганда,Карагандинская область,14,pro max
14,14 pro max,320000,128,88,Б/у,Частное лицо,Муткенова,Павлодарская область,14,pro max
13,13,180000,128,92,Б/у,Бизнес,Алматы,Алматинская область,13,
15,15 pro,375000,128,96,Б/у,Бизнес,Астана,Акмолинская область,15,pro
13,13,210000,128,92,Б/у,Бизнес,Алматы,Алматинская область,13,
14,14 pro,363200,256,88,Б/у,Бизнес,Шымкент,Туркестанская область,14,pro
15,15 pro max,730000,1024,100,Новый,Частное лицо,Экибастуз,Павлодарская область,15,pro max
13,13 pro,185000,128,88,Б/у,Частное лицо,Нуркен,Карагандинская область,13,pro
13,13,190000,256,87,Б/у,Частное лицо,Алматы,Алматинская область,13,
13,13 pro,170000,128,88,Б/у,Бизнес,Караганда,Карагандинская область,13,pro
12,12,200000,128,84,Б/у,Частное лицо,Талдыкорган,Алматинская область,12,
13,13,380000,128,98,Б/у,Частное лицо,Павлодар,Павлодарская область,13,
13,13 pro,350000,256,88,Б/у,Частное лицо,Талас,Жамбылская область,13,pro
13,13,165900,128,69,Б/у,Бизнес,Алматы,Алматинская область,13,
14,14,215000,128,88,Б/у,Бизнес,Тараз,Жамбылская область,14,
13,13,199990,128,93,Б/у,Частное лицо,Алматы,Алматинская область,13,
15,15 pro max,545000,256,100,Новый,Частное лицо,Костанай,Костанайская область,15,pro max
13,13,240000,128,88,Новый,Частное лицо,Талдыкорган,Алматинская область,13,
13,13 pro,250000,128,87,Б/у,Частное лицо,Сауран,Туркестанская область,13,pro
16,16,450000,128,99,Новый,Частное лицо,Жанаозен,Мангистауская область,16,
13,13,260000,128,100,Новый,Частное лицо,Пионерское,Карагандинская область,13,
13,13,450000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,
13,13,210000,512,83,Б/у,Частное лицо,Алматы,Алматинская область,13,
12,12 pro,215000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
14,14 pro,250000,128,88,Б/у,Частное лицо,Мичуринское,Западно-Казахстанская область,14,pro
16,16 pro,630000,256,99,Новый,Частное лицо,Алматы,Алматинская область,16,pro
13,13,155000,128,88,Б/у,Бизнес,Индерборский,Атырауская область,13,
15,15,330000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,
15,15 pro max,580000,256,94,Новый,Бизнес,Атырау,Атырауская область,15,pro max
15,15 pro,429000,128,100,Б/у,Бизнес,Жезказган,Карагандинская область,15,pro
15,15,265000,128,99,Б/у,Бизнес,Астана,Акмолинская область,15,
12,12 pro max,190000,256,84,Б/у,Частное лицо,Шиели,Кызылординская область,12,pro max
13,13 pro max,259000,256,88,Б/у,Бизнес,Шымкент,Туркестанская область,13,pro max
13,13 mini,250000,256,88,Б/у,Частное лицо,Алматы,Алматинская область,13,mini
15,15 pro max,468000,512,94,Новый,Частное лицо,Алматы,Алматинская область,15,pro max
13,13 pro,240000,128,88,Б/у,Частное лицо,Кенкияк,Актюбинская область,13,pro
13,13,250000,256,79,Б/у,Частное лицо,Алматы,Алматинская область,13,
13,13 pro max,470000,256,95,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
13,13,190000,128,88,Б/у,Бизнес,Актау,Мангистауская область,13,
16,16 pro max,400000,256,100,Новый,Бизнес,Алматы,Алматинская область,16,pro max
14,14 pro,400000,256,88,Б/у,Частное лицо,Сатпаев,Карагандинская область,14,pro
13,13,180000,128,85,Б/у,Частное лицо,Экибастуз,Павлодарская область,13,
13,13 pro max,350000,256,85,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
12,12 pro,200000,128,100,Б/у,Бизнес,Костанай,Костанайская область,12,pro
13,13,270000,256,100,Новый,Частное лицо,Семей,Восточно-Казахстанская область,13,
13,13,230000,128,93,Б/у,Частное лицо,Шымкент,Туркестанская область,13,
13,13,310000,128,88,Новый,Частное лицо,Актобе,Актюбинская область,13,
13,13,140000,128,88,Б/у,Частное лицо,Есик,Алматинская область,13,
15,15,309000,256,94,Б/у,Бизнес,Тараз,Жамбылская область,15,
14,14 plus,229000,128,89,Б/у,Бизнес,Туркестан,Туркестанская область,14,plus
12,12 pro max,320000,128,84,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
12,12 pro,160000,128,84,Б/у,Бизнес,Уральск,Западно-Казахстанская область,12,pro
14,14 plus,320000,512,100,Б/у,Бизнес,Уральск,Западно-Казахстанская область,14,plus
13,13,250000,128,88,Новый,Частное лицо,Муткенова,Павлодарская область,13,
12,12 pro max,220000,128,84,Б/у,Частное лицо,Темиртау,Карагандинская область,12,pro max
14,14 pro,280000,128,100,Новый,Частное лицо,Актау,Мангистауская область,14,pro
16,16 pro max,655000,256,99,Б/у,Бизнес,Астана,Акмолинская область,16,pro max
14,14,290000,128,88,Б/у,Частное лицо,Актобе,Актюбинская область,14,
12,12,145000,128,84,Б/у,Бизнес,Актау,Западно-Казахстанская область,12,
15,15 pro,490000,256,100,Новый,Частное лицо,Уральск,Западно-Казахстанская область,15,pro
13,13,250000,256,87,Б/у,Частное лицо,Костанай,Костанайская область,13,
15,15 plus,340000,512,94,Новый,Частное лицо,Тараз,Жамбылская область,15,plus
14,14 plus,480000,128,88,Б/у,Частное лицо,Мухаметжан Туймебаева,Алматинская область,14,plus
14,14 pro,315000,128,93,Б/у,Бизнес,Актау,Мангистауская область,14,pro
13,13 pro,190000,128,91,Б/у,Частное лицо,Кокшетау,Акмолинская область,13,pro
14,14 pro,340000,128,90,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
13,13,175000,128,88,Новый,Бизнес,Шымкент,Туркестанская область,13,
16,16 pro,620000,256,99,Новый,Частное лицо,Акбулак,Карагандинская область,16,pro
15,15,290000,128,100,Б/у,Бизнес,Петропавловск,Северо-Казахстанская область,15,
12,12 pro,90000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
15,15 pro,535000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,pro
12,12 pro,170000,256,95,Б/у,Частное лицо,Караганда,Карагандинская область,12,pro
15,15 pro,485000,128,100,Новый,Бизнес,Тараз,Жамбылская область,15,pro
12,12 pro max,210000,256,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
14,14 pro,540000,256,88,Новый,Частное лицо,Абай,Акмолинская область,14,pro
15,15 pro,440000,128,94,Б/у,Частное лицо,Вишневка,Северо-Казахстанская область,15,pro
15,15 pro,400000,128,94,Б/у,Частное лицо,Иргели,Алматинская область,15,pro
14,14 pro,300000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
14,14 pro,260000,128,93,Б/у,Частное лицо,Костанай,Костанайская область,14,pro
14,14 pro max,350000,128,87,Б/у,Частное лицо,Астана,Акмолинская область,14,pro max
13,13,260000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
